,代码,名称,最新价,涨跌幅,股东名称,持股变动信息-增减,持股变动信息-变动数量,持股变动信息-占总股本比例,持股变动信息-占流通股比例,变动后持股情况-持股总数,变动后持股情况-占总股本比例,变动后持股情况-持流通股数,变动后持股情况-占流通股比例,变动开始日,变动截止日,公告日
15366,2639,雪人股份,7.97,3.78,兴证资管鑫众24号集合资产管理计划,增持,102.0279,0.1700465,0.28,805.4324,1.34,,,,2016/6/17,2016/6/21
15367,951,中国重汽,14.59,0.07,中国重型汽车集团有限公司,增持,420,0.625856082,0.63,420,0.63,420,0.63,2016/6/17,2016/6/17,2016/6/20
15368,679,大连友谊,4.87,3.4,陈秋萍,增持,14.2,0.039842873,0.04,146.46,0.41,146.46,0.41,2016/6/17,2016/6/17,2016/9/20
15369,300192,科德教育,13.91,8.67,新价值稳健1号私募基金,增持,8.2,0.033807462,0.05,8.2,0.03,8.2,0.05,2016/6/16,2016/6/16,2016/8/10
15370,2383,合众思壮,6.81,2.56,中铁宝盈-合众思壮高管增持特定客户资产管理计划,增持,58,0.293925838,0.42,132.7808,0.67,132.7808,0.97,2016/6/16,2016/6/16,2016/6/24
15371,600777,新潮能源,2.78,0.72,深圳金志隆盛股权投资企业(有限合伙),增持,43.9691,0.041242366,0.07,43.9691,0.04,43.9691,0.07,2016/6/15,2016/6/15,2016/6/16
15372,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,66.5102,0.104351256,0.13,3186.2049,5,,,2016/6/15,2016/6/15,2016/6/17
15373,600153,建发股份,12.13,-0.08,厦门建发集团有限公司,增持,356.55,0.1257583,0.13,127869.517,45.1,127869.517,45.1,2016/6/15,2016/6/15,2016/6/16
15374,300273,*ST和佳,1.1,-20.29,安信乾盛浙银钜鑫3号特定多个客户资产管理计划,增持,56.1,0.071208836,0.11,1465.6207,1.86,1465.6207,2.86,2016/6/15,2016/6/15,2016/6/16
15375,2697,红旗连锁,6.24,1.79,四川三新创业投资有限责任公司,增持,16880,12.41176471,23.08,16880,12.41,16880,23.08,2016/6/15,2016/6/15,2016/6/17
15376,2301,齐心集团,7.29,3.4,东证融汇齐心共赢5号集合资产管理计划,增持,80,0.214132763,0.24,146,0.39,,,2016/6/15,2016/6/15,2016/6/21
15377,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,106.7547,0.167492912,0.21,3119.6947,4.89,,,2016/6/14,2016/6/14,2016/6/17
15378,600536,中国软件,56.91,-0.99,文细棠,增持,25.5596,0.051681204,0.05,863.6896,1.75,863.6896,1.78,2016/5/15,2016/6/14,2016/8/30
15379,600037,歌华有线,9.71,5.43,北京北广传媒投资发展中心,增持,667.7544,0.479785178,0.57,52085.2992,37.42,48700.0589,41.68,2016/6/13,2016/6/14,2016/6/15
15380,300273,*ST和佳,1.1,-20.29,安信乾盛浙银钜鑫3号特定多个客户资产管理计划,增持,314.11,0.398706017,0.61,1409.5207,1.79,1409.5207,2.75,2016/6/14,2016/6/14,2016/6/16
15381,2383,合众思壮,6.81,2.56,中铁宝盈-合众思壮高管增持特定客户资产管理计划,增持,30.5108,0.15461918,0.22,74.7808,0.38,74.7808,0.55,2016/6/14,2016/6/14,2016/6/24
15382,2301,齐心集团,7.29,3.4,东证融汇齐心共赢5号集合资产管理计划,增持,66,0.17665953,0.2,66,0.18,,,2016/6/14,2016/6/14,2016/6/21
15383,2252,上海莱士,6.57,4.78,上海凯吉进出口有限公司,增持,19.6237,0.00711325,0.01,697.8326,0.25,697.8326,0.34,2016/6/14,2016/6/14,2016/7/9
15384,701,厦门信达,6.25,3.82,厦门国贸控股有限公司,增持,4,0.009837362,0.01,5441.1608,13.38,450.2691,1.55,2016/6/14,2016/6/14,2016/6/15
15385,5,ST星源,1.75,2.34,深圳市博睿意碳源科技有限公司,增持,136.4,0.128857112,0.15,2886.5,2.73,2886.5,3.16,2016/6/14,2016/6/14,2016/6/15
15386,603766,隆鑫通用,4.8,0.63,西南证券-隆鑫通用1号定向资产管理计划,增持,62.91,0.075092366,0.08,130.82,0.16,,,2016/5/31,2016/6/13,2016/6/15
15387,600777,新潮能源,2.78,0.72,金志隆盛(金元鼎盛7号集合资管计划),增持,22.39,0.021001489,0.04,2145.0984,2.01,2145.0984,3.43,2016/6/13,2016/6/13,2016/6/16
15388,600682,南京新百,8.2,2.89,富享6号资产管理计划,增持,169.0127,0.204117593,0.24,661.1891,0.8,,,2016/5/7,2016/6/13,2016/6/15
15389,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,260.3571,0.408487578,0.51,3012.94,4.73,,,2016/6/13,2016/6/13,2016/6/17
15390,2514,宝馨科技,8.9,4.46,应仁龙,增持,14.7,0.026532655,0.04,35.7,0.06,35.7,0.1,2016/6/13,2016/6/13,2016/7/12
15391,2514,宝馨科技,8.9,4.46,章岳仙,增持,0.3,0.000541483,0,11.3,0.02,11.3,0.03,2016/6/13,2016/6/13,2016/7/12
15392,2383,合众思壮,6.81,2.56,中铁宝盈-合众思壮高管增持特定客户资产管理计划,增持,44.27,0.224346497,0.32,44.27,0.22,44.27,0.32,2016/6/13,2016/6/13,2016/6/24
15393,2309,ST中利,4.58,0,国金中利增持1号集合资产管理计划,增持,140.9952,0.246395036,0.39,318.6235,0.56,318.6235,0.88,2016/6/13,2016/6/13,2016/6/14
15394,600982,宁波能源,4.27,0.95,宁波开发投资集团有限公司,增持,30,0.040164406,0.04,22909.4597,30.67,15829.4597,23.41,2016/6/1,2016/6/8,2016/6/13
15395,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,42,0.065895949,0.08,2752.5829,4.32,,,2016/6/8,2016/6/8,2016/6/17
15396,300398,飞凯材料,18.24,2.24,华富资管-浦发银行-涌信6号资产管理计划,增持,82.8561,0.796693269,2.3,82.8561,0.8,,,2016/6/2,2016/6/8,2016/6/13
15397,2514,宝馨科技,8.9,4.46,章岳仙,增持,2,0.003609885,0.01,11,0.02,11,0.03,2016/6/8,2016/6/8,2016/7/12
15398,2514,宝馨科技,8.9,4.46,应仁龙,增持,21,0.037903793,0.06,21,0.04,21,0.06,2016/6/8,2016/6/8,2016/7/12
15399,2168,惠程科技,4.53,9.95,共青城中源信投资管理合伙企业(有限合伙),增持,1656.8662,2.121454654,2.19,1656.8662,2.12,1656.8662,2.19,2016/6/8,2016/6/8,2016/6/13
15400,2103,广博股份,5.46,6.02,姬勇,增持,0.1,0.000218494,0,0.1,0,0.1,0,2016/6/8,2016/6/8,2016/6/28
15401,2094,青岛金王,3.57,3.48,广发原驰.青岛金王1号集合资产管理计划,增持,292,0.77403231,0.91,292,0.77,,,,2016/6/8,2016/6/13
15402,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,133,0.208670506,0.26,2710.5829,4.25,,,2016/6/7,2016/6/7,2016/6/17
15403,600493,凤竹纺织,5.53,2.98,李萍影,增持,305,1.121323529,1.12,305,1.12,305,1.12,2016/6/7,2016/6/7,2016/6/22
15404,600233,圆通速递,17.3,-0.52,李显俊,增持,2.34,0.007090909,0.01,,,,,2016/6/7,2016/6/7,2017/9/19
15405,2581,未名医药,19.5,4.39,陕西省国际信托股份有限公司-陕国投﹒融汇智1号定向投资集合资金信托计划,增持,802.7783,1.216818248,4.86,802.7783,1.22,802.7783,4.86,2016/2/26,2016/6/7,2016/6/7
15406,2514,宝馨科技,8.9,4.46,章岳仙,增持,9,0.016244483,0.03,9,0.02,9,0.03,2016/6/7,2016/6/7,2016/7/12
15407,2514,宝馨科技,8.9,4.46,任素娥,增持,1,0.001804943,0,1,0,1,0,2016/6/7,2016/6/7,2016/7/12
15408,669,ST金鸿,1.86,3.91,国都景顺2号集合资产管理计划,增持,921,1.895037225,1.92,921,1.9,921,1.92,2016/6/7,2016/6/7,2016/6/8
15409,423,东阿阿胶,51.47,0.14,鹏华资产鲲鹏12号资产管理计划,增持,168.59,0.257774386,0.26,168.59,0.26,168.59,0.26,2016/6/7,2016/6/7,2016/6/7
15410,423,东阿阿胶,51.47,0.14,招商智远增持宝6号集合资产管理计划,增持,96.2078,0.147101884,0.15,96.2078,0.15,96.2078,0.15,2016/6/7,2016/6/7,2016/6/7
15411,600696,岩石股份,25.41,1.24,上海五牛股权投资基金管理有限公司,增持,243,0.713519027,0.71,2876.6843,8.45,2876.6843,8.45,2016/6/6,2016/6/6,2016/6/14
15412,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,115.33,0.180947139,0.23,2577.5829,4.04,,,2016/6/6,2016/6/6,2016/6/17
15413,600319,亚星化学,5.22,2.35,长城汇理并购基金华清9号,增持,124.8814,0.395702707,0.4,274.8814,0.87,274.8814,0.87,2016/5/27,2016/6/6,2016/6/7
15414,600319,亚星化学,5.22,2.35,长城汇理并购基金华清8号,增持,124.5,0.394494192,0.39,274.5,0.87,274.5,0.87,2016/5/27,2016/6/6,2016/6/7
15415,600319,亚星化学,5.22,2.35,长城汇理并购基金华清7号,增持,124.47,0.394399133,0.39,274.47,0.87,274.47,0.87,2016/5/27,2016/6/6,2016/6/7
15416,600319,亚星化学,5.22,2.35,长城汇理并购基金华清7C号,增持,215.4915,0.682812411,0.68,215.4915,0.68,215.4915,0.68,2016/5/31,2016/6/6,2016/6/7
15417,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,6,0.009413707,0.01,2462.2529,3.86,,,2016/6/3,2016/6/3,2016/6/17
15418,600319,亚星化学,5.22,2.35,长城汇理并购基金华清7A号,增持,159,0.50381186,0.5,159,0.5,159,0.5,2016/5/31,2016/6/3,2016/6/7
15419,600319,亚星化学,5.22,2.35,长城汇理并购基金华清7D号,增持,159,0.50381186,0.5,159,0.5,159,0.5,2016/5/31,2016/6/3,2016/6/7
15420,600319,亚星化学,5.22,2.35,长城汇理并购基金华清7B号,增持,170,0.538666768,0.54,170,0.54,170,0.54,2016/5/31,2016/6/3,2016/6/7
15421,600319,亚星化学,5.22,2.35,长城汇理并购基金华清7E号,增持,169.75,0.537874611,0.54,169.75,0.54,169.75,0.54,2016/5/31,2016/6/3,2016/6/7
15422,2113,ST天润,1.16,4.5,清泉明德天润1号资产管理计划,增持,384.727,2.039693953,3.25,384.727,2.04,384.727,3.25,2016/5/31,2016/6/3,2016/6/7
15423,48,京基智农,22.5,-0.84,京基集团有限公司,增持,644.6849,1.649786556,1.69,12367.7371,31.65,12367.7371,32.38,2016/4/28,2016/6/3,2016/11/16
15424,5,ST星源,1.75,2.34,深圳市博睿意碳源科技有限公司,增持,280,0.264516065,0.31,2750.1033,2.6,280,0.31,2016/6/3,2016/6/3,2016/6/7
15425,600978,*ST宜生,,,富诚海富通稳胜共赢二十六号专项资产管理计划,增持,318.913,0.215064705,0.22,959.8736,0.65,959.8736,0.65,2016/5/30,2016/6/2,2016/6/3
15426,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,251.055,0.393893037,0.5,2456.2529,3.85,,,2016/6/2,2016/6/2,2016/6/17
15427,600319,亚星化学,5.22,2.35,深圳长城汇理二号专项投资企业(有限合伙),增持,100.2686,0.317713898,0.32,933.0886,2.96,933.0886,2.96,2016/5/30,2016/6/2,2016/6/7
15428,600319,亚星化学,5.22,2.35,深圳长城汇理四号专项投资企业(有限合伙),增持,105.755,0.335098259,0.34,853.0229,2.7,853.0229,2.7,2016/5/30,2016/6/2,2016/6/7
15429,600067,冠城大通,3.02,1.68,福建丰榕投资有限公司,增持,1459.3774,0.9808997,0.98,46354.5707,31.16,46354.5707,31.16,2015/7/4,2016/6/2,2016/6/3
15430,300306,远方信息,13.47,0.97,杭州远方光电信息股份有限公司“远方长益1号”员工持股计划,增持,30.2269,0.125945417,0.26,130.2269,0.54,,,2016/5/1,2016/6/2,2016/6/2
15431,600683,京投发展,4.65,2.42,北京市基础设施投资有限公司,增持,740.763,0.999980295,1,23704.874,32,23704.874,32,2016/3/30,2016/6/1,2016/6/3
15432,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,386.7401,0.606776334,0.76,2205.1979,3.46,,,2016/6/1,2016/6/1,2016/6/17
15433,2217,合力泰,3.11,3.67,国民信托·合力泰1-X号收益互换交易单一资金信托,增持,3.87,0.002720612,0.01,977.9122,0.69,,,2016/4/2,2016/6/1,2016/6/1
15434,2203,海亮股份,12.18,2.61,海通初霁4号集合资产管理计划,增持,4318.1,2.583521075,2.94,4318.1,2.58,4318.1,2.94,2016/6/1,2016/6/1,2016/6/3
15435,690,宝新能源,6.63,-1.19,广东宝丽华新能源股份有限公司第二期员工持股计划,增持,521.69,0.239759598,0.3,521.69,0.24,,,2016/6/1,2016/6/1,2016/6/2
15436,671,阳光城,1.38,0.73,上海兴全睿众资产-平安银行-兴全睿众阳光城1号分级特定多客户资产管理计划,增持,7173.5673,1.772041859,2.2,7173.5673,1.77,,,,2016/6/1,2016/6/1
15437,601668,中国建筑,6.57,4.29,安邦资产-共赢1号集合资产管理产品,增持,74.62,0.002487333,0,74.62,0,74.62,0,2016/5/1,2016/5/31,2016/11/19
15438,601169,北京银行,4.74,0.21,新华联控股有限公司,增持,40837.6541,3.222609986,3.22,51975.584,4.1,51975.584,4.1,2016/5/10,2016/5/31,2016/10/14
15439,600982,宁波能源,4.27,0.95,宁波开发投资集团有限公司,增持,290.42,0.388818229,0.43,22879.4597,30.63,15799.4597,23.37,2016/5/1,2016/5/31,2016/6/13
15440,600696,岩石股份,25.41,1.24,上海五牛股权投资基金管理有限公司,增持,160.9831,0.472693436,0.47,2633.6843,7.73,2633.6843,7.73,2016/5/31,2016/5/31,2016/6/14
15441,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,45.69,0.071685379,0.09,1818.4578,2.85,,,2016/5/31,2016/5/31,2016/6/17
15442,600543,莫高股份,,,西藏华富信息科技有限公司,增持,1352.8622,4.212949053,4.21,1402.878,4.37,1402.878,4.37,2016/5/4,2016/5/31,2016/7/23
15443,600420,国药现代,13.43,-2.26,董子祥,增持,0.22,0.000764597,0,0,,0,,2015/11/30,2016/5/31,2016/5/31
15444,600420,国药现代,13.43,-2.26,顾建琴,增持,0.49,0.001702965,0,0,,0,,2015/11/30,2016/5/31,2016/5/31
15445,600420,国药现代,13.43,-2.26,陈宏民,增持,7.71,0.026795638,0.03,1.07,0,1.07,0,2015/11/30,2016/5/31,2016/5/31
15446,600420,国药现代,13.43,-2.26,杜乐清,增持,0.3,0.001042632,0,0.05,0,0.05,0,2015/11/30,2016/5/31,2016/5/31
15447,600420,国药现代,13.43,-2.26,郑越强,增持,0.97,0.003371176,0,0.97,0,0.97,0,2015/11/30,2016/5/31,2016/5/31
15448,600420,国药现代,13.43,-2.26,陈常兵,增持,5.02,0.017446706,0.02,0.05,0,0.05,0,2015/11/30,2016/5/31,2016/5/31
15449,600420,国药现代,13.43,-2.26,陈轶歆,增持,0.34,0.001181649,0,0,,0,,2015/11/30,2016/5/31,2016/5/31
15450,600319,亚星化学,5.22,2.35,深圳长城汇理五号专项投资企业(有限合伙),增持,98.83,0.31315551,0.31,828.3501,2.62,828.3501,2.62,2016/5/30,2016/5/31,2016/6/7
15451,600319,亚星化学,5.22,2.35,深圳玖立汇理投资企业(有限合伙),增持,21.5,0.068125503,0.07,266.18,0.84,266.18,0.84,2016/5/31,2016/5/31,2016/6/7
15452,600319,亚星化学,5.22,2.35,深圳华清汇理投资中心(有限合伙),增持,5,0.01584314,0.02,563.66,1.79,563.66,1.79,2016/5/31,2016/5/31,2016/6/7
15453,600252,中恒集团,2.61,-0.76,广西投资集团有限公司,增持,51.15,0.014718971,0.02,71360.3487,20.53,71360.3487,21.79,2016/5/3,2016/5/31,2019/12/7
15454,600075,新疆天业,5.13,1.38,新疆天业(集团)有限公司,增持,59.053,0.134642219,0.13,19198.8897,43.77,19198.8897,43.77,2016/5/17,2016/5/31,2016/8/23
15455,300002,神州泰岳,13.73,11.17,蓝鸥科技有限公司,增持,734.06,0.368760117,0.63,734.06,0.37,,,,2016/5/31,2016/5/31
15456,2639,雪人股份,7.97,3.78,兴证资管鑫众24号集合资产管理计划,增持,300.0052,0.500008667,0.83,703.4045,1.17,,,2016/4/30,2016/5/31,2016/6/2
15457,2313,*ST日海,9,-0.88,上海润良泰物联网科技合伙企业(有限合伙),增持,1487.8075,4.768613782,4.77,1487.8075,4.77,1487.8075,4.77,2016/5/1,2016/5/31,2016/7/5
15458,400,许继电气,22.5,2.37,许继集团有限公司,增持,331.3744,0.328637732,0.45,41619.7653,41.28,14550.0744,19.73,2016/4/29,2016/5/31,2016/6/3
15459,42,中洲控股,8.26,5.76,鹏华资产中洲控股员工持股资产管理计划,增持,820.6387,1.234356594,1.71,820.6387,1.23,,,,2016/5/31,2016/6/1
15460,603766,隆鑫通用,4.8,0.63,西南证券-隆鑫通用1号定向资产管理计划,增持,67.91,0.081060604,0.08,67.91,0.08,,,,2016/5/30,2016/6/1
15461,600755,厦门国贸,9.11,1.33,厦门国贸控股集团有限公司,增持,1353.0307,0.812889798,0.81,53313.6497,32.03,53313.6497,32.03,2016/3/1,2016/5/30,2016/5/31
15462,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,334.3153,0.524524382,0.66,1772.7678,2.78,,,2016/5/30,2016/5/30,2016/6/17
15463,2514,宝馨科技,8.9,4.46,张大青,增持,16.98,0.030647924,0.05,16.98,0.03,16.98,0.05,2016/5/30,2016/5/30,2016/7/12
15464,2290,禾盛新材,9.17,1.66,深圳市中科创资产管理有限公司,增持,110.3,0.523562695,0.81,4032,19.14,4032,29.56,2016/5/30,2016/5/30,2016/10/14
15465,2131,利欧股份,2.25,5.14,北信瑞丰基金利欧股份1号资产管理计划,增持,382.764,0.253582211,0.61,1567.2968,1.04,,,2016/3/31,2016/5/30,2016/5/31
15466,2044,美年健康,7.01,-1.41,陆尔穗,增持,3.7,0.003055979,0.01,32.4432,0.03,32.4432,0.12,2016/5/30,2016/5/30,2016/7/22
15467,685,中山公用,7.39,2.21,中山中汇投资集团有限公司,增持,23.7,0.016066584,0.02,70184.0299,47.58,48514.5189,48.64,2016/5/30,2016/5/30,2016/12/28
15468,595,宝塔实业,5.5,3.19,宝塔石化集团有限公司,增持,18.38,0.049350214,0.08,19916.0458,53.47,4354.9667,20.09,2016/5/30,2016/5/30,2016/6/3
15469,37,深南电A,7.39,1.79,罗鹏凌,增持,2.47,0.004097799,0,2.47,0,2.47,0,2016/5/30,2016/5/30,2016/9/7
15470,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,49.501,0.077664652,0.1,1438.4525,2.26,,,2016/5/27,2016/5/27,2016/6/17
15471,600368,五洲交通,4.31,3.11,广西交通投资集团有限公司,增持,6.87,0.008239371,0.01,29150.15,34.96,29150.15,34.96,2016/5/27,2016/5/27,2016/5/31
15472,2318,久立特材,15.94,1.98,科策3号基金,增持,160,0.19013532,0.2,730,0.87,730,0.9,2016/5/27,2016/5/27,2016/6/28
15473,2290,禾盛新材,9.17,1.66,深圳市中科创资产管理有限公司,增持,156.7,0.743810283,1.15,3921.7,18.62,3921.7,28.75,2016/5/27,2016/5/27,2016/10/14
15474,600684,珠江股份,3.49,3.25,广州珠江实业集团有限公司,增持,32.8284,0.046158047,0.05,22117.4586,31.1,22117.4586,31.1,2016/5/26,2016/5/26,2017/1/26
15475,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,416.4249,0.653350336,0.82,1388.9515,2.18,,,2016/5/26,2016/5/26,2016/6/17
15476,600480,凌云股份,7.49,1.22,北方凌云工业集团有限公司,增持,10.4,0.023063234,0.03,15652.2641,34.71,12678.2865,35.05,2016/5/26,2016/5/26,2017/7/18
15477,300273,*ST和佳,1.1,-20.29,安信乾盛浙银钜鑫3号特定多个客户资产管理计划,增持,7,0.008885238,0.01,1095.4107,1.39,1095.4107,2.14,2016/5/26,2016/5/26,2016/6/16
15478,2318,久立特材,15.94,1.98,科策3号基金,增持,190,0.225785693,0.23,570,0.68,570,0.7,2016/5/26,2016/5/26,2016/6/28
15479,2296,辉煌科技,8.29,2.35,红塔资产辉煌2号特定多个客户资产管理计划,增持,814.8422,2.163356727,2.58,1004.0622,2.67,1004.0622,3.18,2016/5/7,2016/5/26,2016/5/28
15480,2296,辉煌科技,8.29,2.35,红塔资产辉煌3号特定多个客户资产管理计划,增持,538.5568,1.429835711,1.7,538.5568,1.43,538.5568,1.7,2016/5/23,2016/5/26,2016/5/28
15481,722,湖南发展,11.1,1.56,湖南发展资产管理集团有限公司,增持,330.7251,0.712526551,0.71,19970.8292,43.03,19970.8292,43.03,2016/5/9,2016/5/26,2016/8/6
15482,685,中山公用,7.39,2.21,中山中汇投资集团有限公司,增持,100.7789,0.06831952,0.1,70160.3299,47.56,48490.8189,48.61,2016/5/26,2016/5/26,2016/12/28
15483,600634,退市富控,,,浙商睿众5号分级特定多客户资产管理计划,增持,89.3638,0.155217684,0.22,653.1144,1.13,653.1144,1.64,2016/5/24,2016/5/25,2016/5/26
15484,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,732.6966,1.149565191,1.45,972.5266,1.53,,,2016/5/25,2016/5/25,2016/6/17
15485,300273,*ST和佳,1.1,-20.29,安信乾盛浙银钜鑫3号特定多个客户资产管理计划,增持,154.605,0.196243175,0.3,1088.4107,1.38,1088.4107,2.12,2016/5/25,2016/5/25,2016/6/16
15486,2318,久立特材,15.94,1.98,科策3号基金,增持,58,0.068924054,0.07,380,0.45,380,0.47,2016/5/25,2016/5/25,2016/6/28
15487,981,山子股份,1.87,3.31,兴发稳增-银亿股份1号集合资产管理计划,增持,2894.2533,1.123102747,1.12,2894.2533,1.12,,,2016/5/10,2016/5/25,2016/5/26
15488,37,深南电A,7.39,1.79,庄琪,增持,0.15,0.000248854,0,0.15,0,0.15,0,2016/5/25,2016/5/25,2016/9/7
15489,600803,新奥股份,20.3,-4.43,中信建投基金-盛景权益类6号资产管理计划,增持,985.7888,1.000003811,1.83,985.7888,1,985.7888,1.83,2016/5/10,2016/5/24,2016/5/25
15490,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,239.83,0.37628156,0.47,239.83,0.38,,,2016/5/24,2016/5/24,2016/6/17
15491,600323,瀚蓝环境,20.09,0.65,广东南海控股投资有限公司,增持,132.11,0.172407939,0.21,9264.0826,12.09,9264.0826,14.74,2016/5/24,2016/5/24,2016/5/25
15492,600319,亚星化学,5.22,2.35,深圳长城汇理四号专项投资企业(有限合伙),增持,150,0.475294207,0.48,747.2679,2.37,747.2679,2.37,2016/5/20,2016/5/24,2016/5/25
15493,600319,亚星化学,5.22,2.35,深圳长城汇理五号专项投资企业(有限合伙),增持,150,0.475294207,0.48,729.5201,2.31,729.5201,2.31,2016/5/20,2016/5/24,2016/5/25
15494,600319,亚星化学,5.22,2.35,深圳长城汇理二号专项投资企业(有限合伙),增持,150,0.475294207,0.48,832.82,2.64,832.82,2.64,2016/5/20,2016/5/24,2016/5/25
15495,600319,亚星化学,5.22,2.35,长城汇理并购基金华清7号,增持,150,0.475294207,0.48,150,0.48,150,0.48,2016/5/20,2016/5/24,2016/5/25
15496,600319,亚星化学,5.22,2.35,长城汇理并购基金华清9号,增持,150,0.475294207,0.48,150,0.48,150,0.48,2016/5/20,2016/5/24,2016/5/25
15497,600319,亚星化学,5.22,2.35,长城汇理并购基金华清8号,增持,150,0.475294207,0.48,150,0.48,150,0.48,2016/5/20,2016/5/24,2016/5/25
